dataset_id,dataset_alias,method,method_label,accuracy,macro_f1,auc,log_loss,brier,ece,training_seconds,inference_seconds
56,vote,dbnc,DBNC,0.9515151515151515,0.948766416510319,0.9913461538461539,0.154120637674679,0.06953496265093115,0.04459824385840078,1.750720997620374,0.003702981397509575
56,vote,ft_transformer,FT-Transformer,0.9424242424242424,0.9396677559912854,0.9923076923076923,0.14491838495143244,0.08738274173686836,0.05032840385104533,2.427438970236108,0.002678709616884589
56,vote,kdb_1,KDB-1,0.9272727272727274,0.9237870944108154,0.9807692307692306,0.3099112089430142,0.12787902219315275,0.07134030049889684,0.004584851814433933,0.0067237761802971365
56,vote,kdb_2,KDB-2,0.9303030303030303,0.9261473765820508,0.9834615384615384,0.30328149783062613,0.11023720270059803,0.06084101300115439,0.005207415670156479,0.007067425502464175
56,vote,kdb_3,KDB-3,0.9424242424242424,0.9394573000549269,0.990576923076923,0.18678454728004482,0.08997745403145654,0.05063748346696095,0.005827325349673629,0.007289654761552811
56,vote,lightgbm,LightGBM,0.9484848484848485,0.9461136365446625,0.9932692307692308,0.12332228973866813,0.07313824670484688,0.03486943154568929,0.05167663004249334,0.01199868186376989
56,vote,nb,NB,0.9121212121212121,0.9079379684470551,0.9724999999999999,0.7444981066369687,0.17256780824483237,0.0909203684052218,0.003771488042548299,0.006388576375320554
56,vote,tan,TAN,0.9363636363636363,0.9330758058209039,0.9775,0.331294144921831,0.11308349035221835,0.0598920541511325,0.004514468414708972,0.006894507631659508
56,vote,xgboost,XGBoost,0.9454545454545455,0.9427233330456254,0.9925,0.12019866784921321,0.07289665111460289,0.04842843774555474,0.08666890002787113,0.010997033026069403
151,electricity,ban,BAN,0.7967338531705164,0.7914876080225441,0.8763199201230453,0.43683143373863603,0.2819586819129,0.023986672771253346,0.2359499687794596,0.3809102944098413
151,electricity,catboost,CatBoost,0.9144622627629836,0.9124265681225001,0.9716065944856863,0.21361771024172244,0.12765379809137417,0.007918440790638151,18.900349928438665,0.02935146535746753
151,electricity,chow_liu,Chow-Liu,0.7439752832131823,0.725567207214387,0.7843041071241655,0.5294160417511826,0.35228744774806575,0.008256568607184923,0.29937165016308426,0.33919552913866935
